학교명,지역,학교 학생 수,동질화 지수(H_m),P_special,I_SCU,H_path,H_job,H_ppc,1위 업종,R_net,,,
대구들안길초등학교,수성구,452,1.026946905,4.424779,0.964922,1,0.3313,0.4693,기타 개인 서비스업 복합코드,7.079646018,0.9177397664,0.9177397664,0.7809969697
대구성산초등학교,달서구,366,1.025422815,7.103825,0.950046,1,0.3515,0.4321,,-5.191256831,1.057664577,1.057664577,0.8378938371
북대구초등학교,북구,365,1.023930641,7.123288,0.945974,1,0.3493,0.4321,,-2.465753425,1.05720391,1.05720391,0.8368957787
대구일마이스터고등학교,동구,301,1.019697246,0,0.962626,0.39986,0.3499,0.4321,,0,0.9051366017,0.9051366017,0.7046134685
대구본리초등학교,달서구,1126,1.019459807,3.197158,0.963068,1,0.3515,0.4321,,2.841918295,0.8492139833,1.120269222,1.233366914
대구수창초등학교,중구,690,1.015950508,3.478261,0.965716,1,0.3322,0.2302,스포츠 서비스업,30.43478261,0.8372066169,0.8372066169,0.8715996454
대구테크노초등학교,달성군,332,1.014473117,0,0.955971,0.693446,0.3487,0.4321,,0,0.9667518872,0.9667518872,0.7577045427
서대구중학교,서구,269,1.014027193,6.69145,0.893137,0.299512,0.3622,0.4321,,0.9982638889,0.8685242452,0.8685242452,0.6727203794
대구신월초등학교,달서구,1143,1.012589497,1.399825,0.969059,1,0.3515,0.4321,,2.449693788,0.8515960133,1.135229624,1.249561035
대구노전초등학교,달서구,379,1.010563016,4.221636,0.959653,1,0.3515,0.4321,,-3.430079156,1.039926012,1.039926012,0.8314527866
대구제일중학교,중구,298,1.009254969,4.026846,0.963888,0.082059,0.3322,0.2302,스포츠 서비스업,5.443037975,0.8258145696,0.8258145696,0.6269061334
대구동부초등학교,동구,415,1.008337403,3.855422,0.949774,1,0.3499,0.4321,,2.409638554,0.9730195744,0.9730195744,0.8004081246
대구동천초등학교,수성구,1711,1.007965997,1.461134,0.974801,1,0.3313,0.4693,기타 개인 서비스업 복합코드,0.8182349503,0.8556186495,1.537319712,1.695720115
대구함지초등학교,북구,334,1.006153632,1.197605,0.965726,0.622957,0.3493,0.4321,,0,0.9401668291,0.9401668291,0.7398423461
경구중학교,중구,320,1.005502163,1.25,0.973144,0.328942,0.3322,0.2302,스포츠 서비스업,5.443037975,0.8452795406,0.8452795406,0.6476873275
동변중학교,북구,319,1.001785554,1.880878,0.963448,0.277831,0.3493,0.4321,,0.5465547531,0.8512540886,0.8512540886,0.673194513
대구스마트고등학교,북구,348,1.000547944,0,0.969718,0.693446,0.3493,0.4321,,0,0.9510749571,0.9510749571,0.7529262928
대구효목초등학교,동구,380,0.9996212093,4.736842,0.946836,1,0.3499,0.4321,,-2.105263158,1.031879162,1.031879162,0.8259193215
대구남부초등학교,달서구,293,0.9979169125,7.508532,0.948697,0.1711,0.3515,0.4321,,0,0.8548941109,0.8548941109,0.668582255
대구교육대학교대구부설초등학교,달서구,398,0.9883723159,0,0.973726,1,0.3515,0.4321,,0,1.013698157,1.013698157,0.821939072
대구초등학교,중구,399,0.9880840886,6.516291,0.955589,1,0.3322,0.2302,스포츠 서비스업,2.255639098,0.9878536825,0.9878536825,0.7874070254
대구달산초등학교,북구,873,0.9831276079,2.863688,0.960172,1,0.3493,0.4321,,3.207331042,0.8479290827,0.9434508896,1.038617449
대구용호초등학교,동구,420,0.9796505708,0,0.962626,1,0.3499,0.4321,,0.7142857143,0.9702164865,0.9702164865,0.8010297726
대구팔공초등학교,동구,391,0.9792283386,5.626598,0.94387,1,0.3499,0.4321,,0,1.011560567,1.011560567,0.8165443408
대구대진초등학교,달서구,398,0.9767635247,5.025126,0.956975,1,0.3515,0.4321,,-1.507537688,1.005790713,1.005790713,0.8160326184
대구봉덕초등학교,남구,700,0.9754329285,6.571429,0.920002,1,0.3552,0.5969,보건업 복합코드,2.571428571,0.8477085499,0.8477085499,0.9265366686
대구신성초등학교,동구,525,0.9725367617,2.666667,0.953737,1,0.3499,0.4321,,8.19047619,0.8454206384,0.8454206384,0.7713733219
대구농업마이스터고등학교,수성구,317,0.9696376816,7.570978,0.954435,0.1359,0.3313,0.4693,기타 개인 서비스업 복합코드,0,0.8283515185,0.8283515185,0.6601734265
대구중앙중학교,수성구,353,0.9644192848,0.566572,0.977783,0.458407,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.8656598392,0.8656598392,0.697094644
대구문성초등학교,북구,409,0.9568138972,4.400978,0.955048,1,0.3493,0.4321,,-1.711491443,0.9857339394,0.9857339394,0.8067105037
대구삼덕초등학교,중구,400,0.9546891253,6.5,0.955644,1,0.3322,0.2302,스포츠 서비스업,-1.5,0.9861795533,0.9861795533,0.7866917295
경상중학교,남구,352,0.9537060796,13.068182,0.898346,0.320589,0.3552,0.5969,보건업 복합코드,1.19760479,0.8011992963,0.8011992963,0.6730476714
대구와룡초등학교,달서구,409,0.9519870502,7.823961,0.947646,1,0.3515,0.4321,,-4.155124654,0.9824926174,0.9824926174,0.8044293659
칠곡중학교,북구,341,0.9440711476,3.519062,0.957988,0.28732,0.3493,0.4321,,-0.8176918788,0.821065125,0.821065125,0.6590375055
상서중학교,달서구,362,0.9426530833,0.552486,0.971884,0.236568,0.3515,0.4321,,0.4379562044,0.7943936599,0.7943936599,0.6472164066
새본리중학교,달서구,370,0.9404272773,3.783784,0.961113,0.426736,0.3515,0.4321,,0.4379562044,0.8197291809,0.8197291809,0.6678581975
지산중학교,수성구,359,0.9385112001,2.785515,0.970386,0.367938,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.8276269463,0.8276269463,0.6723719626
대구월배초등학교,달서구,560,0.9305527514,5.892857,0.954083,1,0.3515,0.4321,,3.75,0.8456568032,0.8456568032,0.7982928468
대구남도초등학교,남구,455,0.9296569448,6.153846,0.921394,1,0.3552,0.5969,보건업 복합코드,0.6593406593,0.908825929,0.908825929,0.7907160618
덕화중학교,수성구,345,0.9288358684,8.695652,0.950686,0.202186,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.7990042409,0.7990042409,0.6480342021
대구평리초등학교,서구,1065,0.9285802884,1.502347,0.910434,1,0.3622,0.4321,,1.596244131,0.8293349211,1.052747594,1.162435956
대구진천초등학교,달서구,426,0.9248399877,7.276995,0.949469,1,0.3515,0.4321,,-1.408450704,0.9540527799,0.9540527799,0.792159878
대구경운초등학교,서구,405,0.9212800892,7.407407,0.89075,1,0.3622,0.4321,,-3.950617284,0.9643800568,0.9643800568,0.7895362793
대구고산초등학교,수성구,708,0.9193229291,3.672316,0.96743,1,0.3313,0.4693,기타 개인 서비스업 복합코드,1.271186441,0.8526855274,0.8526855274,0.920075188
대구반야월초등학교,동구,833,0.9189292434,1.920768,0.956223,1,0.3499,0.4321,,1.320528211,0.8464029253,0.9141151594,1.006520484
대구월서초등학교,달서구,948,0.918868374,1.265823,0.969506,1,0.3515,0.4321,,0.8438818565,0.8517740654,0.9998784539,1.100560226
월배중학교,달서구,357,0.9120046789,5.042017,0.956919,0.172719,0.3515,0.4321,,-0.4607307404,0.7811513091,0.7811513091,0.6363518944
대구화원초등학교,달성군,428,0.9112940134,6.542056,0.934164,1,0.3487,0.4321,,-1.168224299,0.9436515639,0.9436515639,0.7851198249
대구해서초등학교,동구,433,0.9095832964,5.542725,0.94415,1,0.3499,0.4321,,-5.542725173,0.9395516276,0.9395516276,0.7848546885
대서중학교,달서구,369,0.9065593177,4.336043,0.959272,0.317091,0.3515,0.4321,,-0.4607307404,0.7923721622,0.7923721622,0.6480705026
칠성고등학교,북구,384,0.9047991357,10.416667,0.934996,0.441853,0.3493,0.4321,,0.6116852985,0.7888477183,0.7888477183,0.6504674108
대구내당초등학교,달서구,445,0.8999606,4.044944,0.960242,1,0.3515,0.4321,,-4.719101124,0.9259792894,0.9259792894,0.7813520123
대구조암초등학교,달서구,538,0.8967915469,1.301115,0.969389,1,0.3515,0.4321,,1.486988848,0.8517274568,0.8517274568,0.786730794
대구범일초등학교,수성구,624,0.8930253087,0.320513,0.978603,1,0.3313,0.4693,기타 개인 서비스업 복합코드,0.641025641,0.8571363182,0.8571363182,0.8596574464
노변중학교,수성구,394,0.8893533906,3.045685,0.969519,0.410187,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.7909148869,0.7909148869,0.6583688301
복현중학교,북구,396,0.8879305828,4.040404,0.95625,0.291761,0.3493,0.4321,,0.5465547531,0.7501441856,0.7501441856,0.626751164
대구송일초등학교,달서구,453,0.8875748131,3.532009,0.961952,1,0.3515,0.4321,,-0.8830022075,0.9128620401,0.9128620401,0.7758241996
대구월촌초등학교,달서구,452,0.8855410832,5.309735,0.956026,1,0.3515,0.4321,,-1.099764336,0.9120655609,0.9120655609,0.7746104425
대구황금초등학교,수성구,760,0.884126382,3.421053,0.968268,1,0.3313,0.4693,기타 개인 서비스업 복합코드,0.3947368421,0.8530183755,0.8704269138,0.9603552358
대구강북초등학교,북구,692,0.8838547451,2.890173,0.960084,1,0.3493,0.4321,,0.7225433526,0.8478942065,0.8478942065,0.9006598123
대구상인초등학교,달서구,453,0.8811290375,6.622517,0.951651,1,0.3515,0.4321,,-1.099764336,0.9084803996,0.9084803996,0.7723962993
대구대서초등학교,달서구,457,0.8809020766,3.501094,0.962055,1,0.3515,0.4321,,-5.90809628,0.905976906,0.905976906,0.7728070268
계성중학교,중구,491,0.8794231322,0.814664,0.974595,1,0.3322,0.2302,스포츠 서비스업,5.443037975,0.8408000517,0.8408000517,0.7275814586
경상여자고등학교,북구,612,0.8732574604,0.653595,0.967539,0.980826,0.3493,0.4321,,0.6116852985,0.843007183,0.843007183,0.8352454546
관천중학교,북구,395,0.8729338626,4.050633,0.956216,0.394888,0.3493,0.4321,,-0.8176918788,0.7745570656,0.7745570656,0.6440736694
대구장산초등학교,달서구,428,0.8722191234,4.205607,0.959707,0.723482,0.3515,0.4321,,-4.684975767,0.8370521991,0.8370521991,0.7042329666
달서고등학교,달성군,411,0.8702839419,0,0.955971,0.56581,0.3487,0.4321,,0,0.8029704397,0.8029704397,0.6710079135
대구인지초등학교,서구,439,0.8699078171,5.922551,0.8957,1,0.3622,0.4321,,-1.138952164,0.9094324892,0.9094324892,0.7659293807
대구태암초등학교,북구,463,0.8656099348,4.75162,0.953879,1,0.3493,0.4321,,-1.51187905,0.8920249345,0.8920249345,0.7652678975
대구팔공중학교,동구,398,0.8651781385,1.507538,0.9576,0.256782,0.3499,0.4321,,0.0488997555,0.7421314273,0.7421314273,0.6217024878
대구동촌초등학교,동구,462,0.8647249162,3.896104,0.949638,1,0.3499,0.4321,,-1.515151515,0.8920214895,0.8920214895,0.7647054609
대구매곡초등학교,달성군,463,0.8619942478,2.37581,0.948052,1,0.3487,0.4321,,-1.079913607,0.8895619201,0.8895619201,0.7632817287
포산고등학교,달성군,470,0.8589535727,0,0.955971,0.919599,0.3487,0.4321,,0.1883910387,0.8468979384,0.8468979384,0.7336736421
경운중학교,서구,407,0.8587375316,1.474201,0.910527,0.411856,0.3622,0.4321,,0.9982638889,0.7370154449,0.7370154449,0.622302413
성산중학교,달서구,419,0.8576282503,6.682578,0.95145,0.284383,0.3515,0.4321,,0.8227848101,0.7165316018,0.7165316018,0.6105413171
대구동평초등학교,북구,789,0.8555987802,1.39417,0.965071,1,0.3493,0.4321,,0.1267427123,0.8498734301,0.8873372385,0.9766670181
대구왕선초등학교,달성군,638,0.8514740552,3.134796,0.945522,1,0.3487,0.4321,,0.3134796238,0.8421101254,0.8421101254,0.8540683801
구암고등학교,북구,736,0.8488136713,2.98913,0.959754,0.834376,0.3493,0.4321,,0.6116852985,0.7825388185,0.7831776257,0.8680927764
경일여자고등학교,남구,470,0.8419428345,0.425532,0.940488,0.735035,0.3552,0.5969,보건업 복합코드,0.1883910387,0.7865200739,0.7865200739,0.7046084208
대구칠곡초등학교,북구,477,0.8407798962,5.450734,0.951549,1,0.3493,0.4321,,-3.338391502,0.8669256505,0.8669256505,0.753873201
덕원고등학교,수성구,1019,0.8403351098,0.392542,0.978363,0.506727,0.3313,0.4693,기타 개인 서비스업 복합코드,0.6116852985,0.6887587178,0.8484382899,0.9566485095
대원고등학교,달성군,675,0.8392075906,0.296296,0.954984,0.944176,0.3487,0.4321,,0.1883910387,0.8230779311,0.8230779311,0.8637590951
대구장기초등학교,달서구,480,0.8387811958,5.208333,0.956364,1,0.3515,0.4321,,-3.125,0.8638348065,0.8638348065,0.7534143016
시지고등학교,수성구,1039,0.8359678873,2.117421,0.972613,0.491569,0.3313,0.4693,기타 개인 서비스업 복합코드,0.6116852985,0.6820307708,0.8512857539,0.9610205905
대구중앙초등학교,수성구,832,0.8343059355,1.682692,0.974063,1,0.3313,0.4693,기타 개인 서비스업 복합코드,-2.283653846,0.8553244307,0.9230521612,1.01818941
대구용지초등학교,수성구,720,0.8337963888,1.944444,0.97319,1,0.3313,0.4693,기타 개인 서비스업 복합코드,-1.666666667,0.8549765486,0.8549765486,0.9315806127
대구신매초등학교,수성구,508,0.8329836341,2.362205,0.971797,1,0.3313,0.4693,기타 개인 서비스업 복합코드,-1.771653543,0.8544218046,0.8544218046,0.7679042837
대구대봉초등학교,남구,469,0.8329474366,5.117271,0.924849,0.650208,0.3552,0.5969,보건업 복합코드,0.4264392324,0.7518046312,0.7518046312,0.6776493029
대구노변초등학교,수성구,665,0.8328984709,2.406015,0.971651,1,0.3313,0.4693,기타 개인 서비스업 복합코드,-2.857142857,0.8543636872,0.8543636872,0.888651424
와룡중학교,달서구,431,0.8328589234,7.656613,0.948204,0.199278,0.3515,0.4321,,0.8227848101,0.6862171099,0.6862171099,0.5924504474
대구매호초등학교,수성구,502,0.8321543428,2.788845,0.970375,1,0.3313,0.4693,기타 개인 서비스업 복합코드,-2.390438247,0.8538559605,0.8538559605,0.762824058
효성초등학교,달서구,513,0.8321347677,0,0.973726,1,0.3515,0.4321,,0,0.8534572116,0.8534572116,0.7690344115
대구동일초등학교,수성구,507,0.8306751828,3.550296,0.967837,1,0.3313,0.4693,기타 개인 서비스업 복합코드,-2.366863905,0.8528471654,0.8528471654,0.7658383821
대구용천초등학교,달서구,1722,0.8293052216,1.4518,0.968886,1,0.3515,0.4321,,0,0.8515271149,1.537614676,1.692481942
용산중학교,달서구,443,0.8291968509,3.611738,0.961686,0.242942,0.3515,0.4321,,0.8227848101,0.6851818632,0.6851818632,0.5960768065
대구유천초등학교,달서구,728,0.8283877502,1.923077,0.967315,1,0.3515,0.4321,,-4.258241758,0.8509017612,0.8509017612,0.931305825
대구칠성초등학교,북구,1306,0.8272512683,1.225115,0.965634,1,0.3493,0.4321,,-2.373660031,0.8500972254,1.246346626,1.371790066
대구한샘초등학교,달서구,1135,0.8269870547,2.643172,0.964915,1,0.3515,0.4321,,-2.207727045,0.849947489,1.127481363,1.241222323
대구복현초등학교,북구,973,0.8268357655,1.438849,0.964922,1,0.3493,0.4321,,-1.952723535,0.8498142139,1.014920975,1.117100962
대구학정초등학교,북구,536,0.8267313215,1.492537,0.964743,1,0.3493,0.4321,,-3.358208955,0.8497430815,0.8497430815,0.7833610436
대구한솔초등학교,달서구,858,0.8266878001,2.797203,0.964402,1,0.3515,0.4321,,-2.207727045,0.849743682,0.9350648844,1.029414293
대구연경초등학교,북구,727,0.8264238606,1.650619,0.964216,1,0.3493,0.4321,,0,0.8495337004,0.8495337004,0.9289804938
대구대명초등학교,남구,488,0.8259317276,4.508197,0.926879,1,0.3552,0.5969,보건업 복합코드,-5.532786885,0.8537972081,0.8537972081,0.7666694979
대구한실초등학교,달서구,669,0.8257326261,3.28849,0.962764,1,0.3515,0.4321,,0,0.8490933287,0.8490933287,0.8844586933
대구사수초등학교,북구,928,0.8254429118,2.155172,0.962534,1,0.3493,0.4321,,-9.267241379,0.8488658495,0.9826055302,1.081627287
대구동변초등학교,북구,571,0.8248663792,2.451839,0.961545,1,0.3493,0.4321,,-2.802101576,0.8484734589,0.8484734589,0.8089689314
대구도남초등학교,북구,570,0.8248582193,2.45614,0.961531,1,0.3493,0.4321,,-2.807017544,0.8484679059,0.8484679059,0.8082016008
대구성당초등학교,달서구,803,0.8246212447,3.860523,0.960857,1,0.3515,0.4321,,-3.362391034,0.8483369378,0.8954282944,0.9859077734
대구동부고등학교,동구,817,0.8245466914,0,0.962626,0.644552,0.3499,0.4321,,0.6116852985,0.7184042711,0.7664933734,0.8568881923
대구침산초등학교,북구,1165,0.8242935326,2.746781,0.960562,1,0.3493,0.4321,,-0.4291845494,0.848083669,1.145778345,1.261335637
대구관문초등학교,북구,919,0.8241333091,2.829162,0.960287,1,0.3493,0.4321,,-7.290533188,0.8479746623,0.9753439176,1.073722985
운암중학교,북구,439,0.8240663782,4.555809,0.954532,0.548087,0.3493,0.4321,,-0.8176918788,0.7571970854,0.7571970854,0.6485751852
영신초등학교,동구,712,0.82390194,0.842697,0.959817,1,0.3499,0.4321,,0,0.847825512,0.847825512,0.9158802894
대구삼영초등학교,북구,596,0.8234372364,3.187919,0.959092,1,0.3493,0.4321,,0,0.8475011785,0.8475011785,0.8271565419
대구학남초등학교,북구,594,0.8230895957,3.367003,0.958495,1,0.3493,0.4321,,-3.198653199,0.8472647566,0.8472647566,0.8254211461
대구운암초등학교,북구,513,0.8228142113,3.508772,0.958022,1,0.3493,0.4321,,-0.3898635478,0.8470774984,0.8470774984,0.7635875693
대구강동초등학교,동구,900,0.822517931,1.555556,0.95744,1,0.3499,0.4321,,-0.7777777778,0.8468843113,0.960954443,1.058046848
대구숙천초등학교,동구,606,0.8223346051,1.650165,0.957125,1,0.3499,0.4321,,-4.620462046,0.8467596802,0.8467596802,0.8341454932
대구봉무초등학교,동구,832,0.822271755,1.682692,0.957017,1,0.3499,0.4321,,-5.528846154,0.8467169547,0.9137631136,1.00610321
대구옥산초등학교,북구,697,0.8218277286,4.017217,0.956327,1,0.3493,0.4321,,-1.004304161,0.8464068766,0.8464068766,0.9030087241
대구동신초등학교,동구,729,0.8218103425,1.920439,0.956224,1,0.3499,0.4321,,-1.09739369,0.8464033207,0.8464033207,0.9273990909
대구신암초등학교,북구,628,0.8215897768,4.140127,0.955918,1,0.3493,0.4321,,-5.095541401,0.8462451554,0.8462451554,0.8503674518
성광고등학교,북구,540,0.8215670023,0,0.969718,0.727055,0.3493,0.4321,,0.6116852985,0.7486286298,0.7486286298,0.7006615692
대구신천초등학교,동구,835,0.8208896329,2.39521,0.954641,1,0.3499,0.4321,,-3.952095808,0.8457776697,0.9148207448,1.007356576
대구안일초등학교,동구,571,0.8207803206,2.451839,0.954453,1,0.3499,0.4321,,-4.553415061,0.8457034044,0.8457034044,0.8065803361
대륜고등학교,수성구,946,0.8200916218,0.634249,0.977557,0.378054,0.3313,0.4693,기타 개인 서비스업 복합코드,0.6116852985,0.6587793313,0.77225071,0.8756797059
계성초등학교,중구,743,0.8194259564,0,0.97731,1,0.3322,0.2302,스포츠 서비스업,0,0.8419023249,0.8474004625,0.9156290654
경북대학교사범대학부설초등학교,중구,510,0.8194259564,0,0.97731,1,0.3322,0.2302,스포츠 서비스업,0,0.8419023249,0.8419023249,0.7426026483
대구새론초등학교,동구,1083,0.81926927,3.231764,0.951853,1,0.3499,0.4321,,-4.709141274,0.844677163,1.084634431,1.194471104
대구율원초등학교,동구,788,0.8186466423,3.553299,0.950781,1,0.3499,0.4321,,-2.664974619,0.8442544886,0.8807814175,0.970013431
대구세천초등학교,달성군,1438,0.8186141522,1.529903,0.950872,1,0.3487,0.4321,,0,0.8442158854,1.32869243,1.463149283
경덕여자고등학교,서구,424,0.8185455228,0.471698,0.913869,0.421409,0.3622,0.4321,,0.1883910387,0.7195646893,0.7195646893,0.6156106434
대구대실초등학교,달성군,1195,0.8181739769,1.757322,0.950114,1,0.3487,0.4321,,0,0.8439171343,1.16081663,1.278321352
대구남산고등학교,수성구,795,0.8177231961,0.754717,0.977156,0.473067,0.3313,0.4693,기타 개인 서비스업 복합코드,0.6116852985,0.6797201698,0.7130125862,0.8052638404
대구서동초등학교,달성군,1177,0.8166423867,2.548853,0.947475,1,0.3487,0.4321,,0,0.8428780585,1.147002223,1.263232711
경일여자중학교,남구,553,0.8162162738,0.723327,0.939496,0.392318,0.3552,0.5969,보건업 복합코드,1.19760479,0.6596716221,0.6596716221,0.6558588496
대구포산초등학교,달성군,977,0.8160293287,2.865916,0.946418,1,0.3487,0.4321,,0,0.842462329,1.008891622,1.111170587
협성경복중학교,남구,538,0.815849365,1.115242,0.938189,0.418379,0.3552,0.5969,보건업 복합코드,1.19760479,0.6646069162,0.6646069162,0.6503876997
대구비슬초등학교,달성군,1118,0.815690706,3.041145,0.945834,1,0.3487,0.4321,,-1.367890569,0.8422327466,1.105559393,1.217664835
대구서재초등학교,달성군,621,0.8153440365,3.220612,0.945236,1,0.3487,0.4321,,-2.576489533,0.8419977426,0.8419977426,0.8410935019
대구세현초등학교,달성군,1187,0.8152182562,3.285594,0.945019,1,0.3487,0.4321,,0,0.8419124857,1.152561011,1.269471115
대구강림초등학교,달성군,897,0.8151046563,3.344482,0.944823,1,0.3487,0.4321,,-0.2120890774,0.841835489,0.9531639373,1.049855871
동대구초등학교,동구,725,0.8148496411,5.517241,0.944235,1,0.3499,0.4321,,-4.827586207,0.8416792562,0.8416792562,0.9196077382
대구유가초등학교,달성군,1666,0.8146086168,3.601441,0.943967,1,0.3487,0.4321,,-1.620648259,0.841499322,1.481038807,1.63133219
대구남산초등학교,중구,1332,0.8143587278,2.552553,0.968802,1,0.3322,0.2302,스포츠 서비스업,-3.303303303,0.838453572,1.247071354,1.347724218
오성고등학교,수성구,560,0.8142598636,1.071429,0.9761,0.600595,0.3313,0.4693,기타 개인 서비스업 복합코드,0.6116852985,0.7135967169,0.7135967169,0.686778139
대구다사초등학교,달성군,971,0.8142048246,3.810505,0.94327,1,0.3487,0.4321,,-0.4480286738,0.8412257233,1.003290434,1.105131492
대구죽곡초등학교,달성군,662,0.8139789292,3.927492,0.94288,1,0.3487,0.4321,,-1.812688822,0.841072683,0.841072683,0.8712514941
능인고등학교,수성구,803,0.8127949298,0.996264,0.976351,0.426857,0.3313,0.4693,기타 개인 서비스업 복합코드,0.6116852985,0.668516408,0.7056258902,0.7986030639
경상고등학교,북구,637,0.8127656389,0,0.969718,0.622689,0.3493,0.4321,,0.6116852985,0.7149414253,0.7149414253,0.7356440182
경북고등학교,수성구,849,0.8103060994,4.711425,0.963967,0.451719,0.3313,0.4693,기타 개인 서비스업 복합코드,0.6116852985,0.6679439933,0.7301036792,0.8263973359
심인고등학교,달성군,604,0.810274016,1.655629,0.950453,0.823257,0.3487,0.4321,,0.1883910387,0.7743609382,0.7743609382,0.7672288776
대구구지초등학교,달성군,512,0.8098770748,6.054688,0.935789,1,0.3487,0.4321,,-5.6640625,0.8382962981,0.8382962981,0.7555066313
성지중학교,달서구,683,0.8097095868,0.585652,0.971773,0.501344,0.3515,0.4321,,0.8227848101,0.6819313737,0.6819313737,0.7344249029
정동고등학교,동구,605,0.809455567,0.991736,0.95932,0.6628,0.3499,0.4321,,0.6116852985,0.722655249,0.722655249,0.7216926324
성명여자중학교,중구,471,0.8090913446,0,0.97731,0.391278,0.3322,0.2302,스포츠 서비스업,5.443037975,0.6670718293,0.6670718293,0.5747535138
동원중학교,수성구,437,0.8090049225,3.661327,0.967467,0.244504,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.6991284599,0.6991284599,0.6068473429
유가중학교,달성군,874,0.8068921797,2.059497,0.949106,0.466846,0.3487,0.4321,,0.8583690987,0.661669782,0.7367490471,0.8313383513
협성고등학교,남구,494,0.8064804482,0,0.941907,0.698543,0.3552,0.5969,보건업 복합코드,0.1883910387,0.7440909819,0.7440909819,0.6842519386
대구혜화여자고등학교,수성구,731,0.8061748235,0,0.979671,0.393333,0.3313,0.4693,기타 개인 서비스업 복합코드,0.6116852985,0.662995828,0.662995828,0.7487099415
정화여자고등학교,수성구,710,0.8059185387,0.56338,0.977794,0.421177,0.3313,0.4693,기타 개인 서비스업 복합코드,0.6116852985,0.6679934409,0.6679934409,0.7406577715
매호중학교,수성구,451,0.8026732419,3.991131,0.966368,0.430259,0.3313,0.4693,기타 개인 서비스업 복합코드,-0.21595357,0.7170528361,0.7170528361,0.6258224252
영신고등학교,동구,747,0.8025598549,0,0.962626,0.522526,0.3499,0.4321,,0.6116852985,0.6828322238,0.6895211925,0.7752338484
성화여자고등학교,북구,743,0.8013209469,0.269179,0.968821,0.479167,0.3493,0.4321,,0.6116852985,0.6746728358,0.6790788625,0.7645182375
동문고등학교,수성구,774,0.7986840517,3.359173,0.968474,0.361168,0.3313,0.4693,기타 개인 서비스업 복합코드,0.6116852985,0.6507186808,0.6714354388,0.7626136901
대명고등학교,남구,477,0.7978912814,0,0.941907,0.693446,0.3552,0.5969,보건업 복합코드,0,0.762117337,0.762117337,0.6891904074
대구여자고등학교,수성구,801,0.7978355954,4.11985,0.965939,0.348072,0.3313,0.4693,기타 개인 서비스업 복합코드,0.6116852985,0.6468907335,0.681743622,0.7749411494
강동고등학교,동구,808,0.7975663714,5.445545,0.944474,0.546804,0.3499,0.4321,,0.6116852985,0.6806100762,0.7211688808,0.8111259672
포산중학교,달성군,790,0.7971104061,2.531646,0.947533,0.452618,0.3487,0.4321,,0.8583690987,0.6574069965,0.686923229,0.7757377632
강북고등학교,북구,747,0.7961179009,0,0.969718,0.422591,0.3493,0.4321,,0.6116852985,0.6617671709,0.6682497881,0.7540941572
대구달서초등학교,서구,686,0.7941648359,2.623907,0.906695,1,0.3622,0.4321,,-3.206997085,0.8279000094,0.8279000094,0.8777233199
성서중학교,달서구,706,0.793526902,0.283286,0.972781,0.309171,0.3515,0.4321,,0.8227848101,0.6412493684,0.6412493684,0.7095580058
경원고등학교,달서구,803,0.7931586866,0,0.973726,0.561163,0.3515,0.4321,,0.1883910387,0.6990032772,0.7378050917,0.8274646561
경신고등학교,수성구,596,0.7930787326,0.33557,0.978553,0.374444,0.3313,0.4693,기타 개인 서비스업 복합코드,0.6116852985,0.6585752243,0.6585752243,0.6620699293
수성고등학교,수성구,601,0.7923074953,1.663894,0.974125,0.395422,0.3313,0.4693,기타 개인 서비스업 복합코드,0.6116852985,0.6605661608,0.6605661608,0.6668636332
성광중학교,북구,735,0.7902243676,0,0.969718,0.400831,0.3493,0.4321,,0.5465547531,0.657011877,0.657011877,0.7420777919
영남고등학교,달서구,1135,0.789029846,1.057269,0.970201,0.430388,0.3515,0.4321,,0.1883910387,0.6639448266,0.8807431374,0.9937872234
성화중학교,북구,660,0.787917735,0.30303,0.968708,0.435586,0.3493,0.4321,,0.5465547531,0.6641940668,0.6641940668,0.7033114283
대구일중학교,북구,909,0.7874528166,3.080308,0.95945,0.319255,0.3493,0.4321,,0.5465547531,0.6357451967,0.7260469634,0.8235339287
운암고등학교,북구,689,0.7870753482,1.161103,0.965848,0.400469,0.3493,0.4321,,0.6116852985,0.6549361478,0.6549361478,0.7122383274
다사중학교,달성군,715,0.7867812672,4.195804,0.941985,0.437527,0.3487,0.4321,,0.9021842355,0.651009432,0.651009432,0.7240687553
함지고등학교,북구,621,0.7859819235,4.186795,0.955762,0.499942,0.3493,0.4321,,0.6116852985,0.6734286795,0.6734286795,0.6877539923
신기중학교,동구,442,0.7841322867,4.977376,0.946034,0.00049,0.3499,0.4321,,0.0488997555,0.6584224787,0.6584224787,0.5755354866
경서중학교,달성군,460,0.7839782451,3.043478,0.945826,0.251053,0.3487,0.4321,,0.4347826087,0.6553955822,0.6553955822,0.5797861518
영진고등학교,북구,526,0.7833070153,1.520913,0.964648,0.483516,0.3493,0.4321,,0.6116852985,0.6736652397,0.6736652397,0.629139608
